GFDC-number,concept-id,Keytype,indexTerm-en,indexTerm-de,indexTerm-fi,note,fi-new-term
853,,,Grading: wood in the rough (logs),Sortierung: des Rundholzes,,,
854,,,"Grading: wood, converted (classification by size and shape)",Lumber in general: classification by size and shape,,,
854,,,,Sortierung: des verabeiteten Holzes,,,
854.1,,,,Schnittholz im allgemeinen: Sortierung nach Abmessung und Form,sahatavara yleensä: ,,
854.1,,,,Sortierung: des verarbeiteten Holzes (nach Abmessung und Form),,,
854.2,,,"Grading: wood, converted (quality grading)",Sortierung: des verarbeiteten Holzes (Güteklassen),,,
854.21,,,"Grading: wood, converted (stress grading)",Sortierung: des verarbeiteten Holzes (Festigkeitskriterien),,,
854.21,,,"Stress-grading, timber","Festigkeitskriterien, Holzsortierung nach",,,
854.211,,,"Grading (stress grading, visual)","Sortierung (Festigkeit, visuell)",,,
854.211,,,"Stress grading, visual",Festigkeitssortierung. visuell,,,
854.211,,,Visual stress grading,Visuelle Festigkeitssortierung,,,
854.212,,,"Grading (stress grading, mechanical)","Sortierung (Festigkeit, mechanische)",,,
854.212,,,Mechanical stress grading,Mechanische Festigkeitssortierung,,,
854.212,,,"Stress grading, mechanical","Festigkeitssortierung, mechanische",,,
86,,,Chemical utilization of wood,Chemische Holzverwertung,,,
86,,,"Conversion, wood: industrial (chemical)",Holzbe- und -verarbeitung: industriell (chemisch),,,
861,,,(empty),,,,
861.0,,,"Chips as raw material for pulping, chipboard etc.","Hackschnitzel als Rohstoff für die Zellstofferzeugung, Spanplatten usw.",,,
861.0,,,"Pulping and pulp: raw materials, pulpwood and chips","Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Rohstoffe, Faserholz und Hackschnitzel",,,
861.0,,,Pulpwood,Faserholz,Kuitupuu ,,
861.0,,,recycled fibre,,Uusiokuitu,,f
861.0,,,small-diameter log,,Pikkutukki ,,f
861.0,,,virgin fibre,,Ensikuitu|ensiökuitu,,f
861.1,,,Pulping,Pulps,Kuidutus ,,
861.1,,,reinforcement pulp,,Armeerausmassa ,,f
861.1,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff,,,
861.10,,,Machinery,"Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Fabrikanlage, Antriebskraft, maschinelle Einrichtung usw.",,,
861.10,,,Mills,,,,
861.10,,,Pulp,,massa,,
861.10,,,Pulp Mills,,,,
861.10,,,recovery boiler,,Soodakattila ,,f
861.11,,,Ground wood pulping,,,,
861.11,,,Ground wood pulps,,Hierre ,,
861.11,,,manufacturing of mechanical pulp,,Mekaanisen massan valmistus ,,f
861.11,,,Mechanical pulping,,,,
861.11,,,Mechanical pulps,,Hioke ,,
861.11,,,wood-containing pulp,,Puupitoinen massa ,,f
861.11,,,,Holzschliff und Holzschlifferzeugung,,,
861.11,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Herstellungsprozesse und Ergebnisse: (mechanisch),,,
861.12,,,Pulping and pulp: pulping processes and resulting pulps: (semichemical),Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Herstellungsprozesse und Ergebnisse: (halbchemisch),,,
861.12,,,Semi-chemical pulping and pulp,Halbchemische Zellstofferzeugung und ihre Produkte,,,
861.12/.16,,,Chemical pulping and pulp,,Kemiallinen massa ,,
861.12/.16,,,"Pulping and pulp: pulping processes and resulting pulps: (semichemical and chemical, general)","Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Herstellungsprozesse und Ergebnisse: (halbchemisch und chemisch, Allgemeines)",sellu,,
861.13,,,Soda pulping,,,,
861.13,,,Soda pulps,,,,
861.13,,,,Natronverfahren und Natronzellstoff,,,
861.13,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Herstellungsprozesse und Ergebnisse: (Natronverfahren),,,
861.14,,,fluff pulp,,Revinnäissellu ,,f
861.14,,,Kraft pulping,,,,
861.14,,,Kraft pulps,,Sulfaattisellu ,,
861.14,,,Sulfate pulping,,,,
861.14,,,Sulfate pulps,,,,
861.14,,,,Sulfatverfahren und Sulfatzellstoff,,,
861.14,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Herstellungsprozesse und Ergebnisse: (Sulfatverfahren),,,
861.15,,,Sulfite pulping,,,,
861.15,,,Sulfite pulps,,,,
861.15,,,,Sulfitverfahren und Sulfitzellstoff,,,
861.15,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Herstellungsprozesse und Ergebnisse: (Sulfitverfahren),,,
861.16,,,Biochemical pulps,,,,
861.16,,,Bioconversion for pulp,Bioverwertung: Zellstofferzeugung,,,
861.16,,,Biological pulps,,,,
861.16,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Bioverwertung,,,
861.16,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Herstellungsprozesse und Ergebnisse: (andere Verfahren),,,
861.17,,,Bleaching,Bleichen: Zellstoff,valkaisu,,
861.17,,,Chemical Treatment,,,,
861.17,,,chlorine bleaching,,Kloorivalkaisu ,,f
861.17,,,Coating,,Päällystäminen ,,
861.17,,,ECF bleaching,,ECF-valkaisu ,,f
861.17,,,enzyme bleaching,,Entsyymivalkaisu ,,f
861.17,,,oxygen bleaching,,Happivalkaisu ,,f
861.17,,,peroxide bleaching,,Peroksidivalkaisu ,,f
861.17,,,Stock preparation,,,,
861.17,,,TCF bleaching,,TCF-valkaisu ,,f
861.17,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Bleichen und sonstige Nachbehandlung,,,
861.18,,,chemi-thermomechanical pulp,,Kemihierre CTMP ,,
861.18,,,market pulp,,Markkinamassa ,,f
861.18,,,Pulping and pulp: trade classification of pulps,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Handelssorten von Zellstoff und Holzschliff,massalajit,,
861.18,,,special pulp,,Erikoissellu ,,f
861.19,,,black liquor,,Mustalipeä ,,f
861.19,,,Chemical recovery,Ablaugenverwertung,,,
861.19,,,Effluent treatment,,,,
861.19,,,spent,,Jäteliemi ,,f
861.19,,,Waste liquors,,,,
861.19,,,,Zellstofferzeugung und Holzschlifferzeugung; Zellstoff und Holzschliff: Ablaugenverwertung,,,
861.2,,,Card stock,,,,
861.2,,,reinforcing,,Lujittaminen ,,f
861.2,,,,Papierfabrikation; Papier und Pappe,,,
861.2,,,,Pappe: Fabrikation,,,
861.20,,,end box,,Perälaatikko ,,f
861.20,,,Paper machines,,,,
861.20,,,Paper making,,,,
861.20,,,paper web,,paperiraina,,f
861.20,,,pulper,,Pulpperi ,,f
861.20,,,wire,,Viira ,,f
861.20,,,,"Papierfabrikation; Papier und Pappe: Fabrikanlage, Antriebskraft, Maschineneinrichtung usw.",,,
861.28,,,archival paper,,arkistopaperi,,f
861.28,,,Art paper,,taidepainopaperi,,f
861.28,,,cable paper,,Kaapelipaperi ,,f
861.28,,,container board,,voimapahvi,,
861.28,,,corrugated board,,Aaltopahvi ,,f
861.28,,,fine paper,,Hienopaperi ,,f
861.28,,,fluting,,Aallotuskartonki ,,f
861.28,,,folding boxboard,,taivekartonki,,f
861.28,,,hifi paper,,Hifi-paperi ,,f
861.28,,,insulation paper,,Eristyspahvi ,,f
861.28,,,kraft fluting,,Aallotusvoimapaperi ,,f
861.28,,,kraft paper,,voimapaperi,,f
861.28,,,kraftliner,,Kraftlaineri ,,f
861.28,,,Light weight coated paper,,LWC-paperi ,,f
861.28,,,lightweight printing paper,,Kevyt painopaperi ,,f
861.28,,,liner,,Laineri ,,f
861.28,,,magazine paper,,Aikakauslehtipaperi ,,f
861.28,,,Newsprint,,,,
861.28,,,offset paper,,Offset-paperi ,,f
861.28,,,packaging board,,Pakkauskartonki ,,f
861.28,,,painting board,,Taidekartonki ,,f
861.28,,,Paper grades,Pappe: Sorten,Paperilajit ,,
861.28,,,paperboard,,Kartonki,,f
861.28,,,paperboard grades,,Kartonki- ja pahvilajit ,,f
861.28,,,printing paper,,Painopaperi ,,f
861.28,,,recycled fibre paper,,uusiopaperi,,f
861.28,,,sack paper,,Säkkipaperi ,,
861.28,,,special paper,,Erikoispaperi,,f
861.28,,,Super calendered paper,,superkalanteroitu paperi SC,,f
861.28,,,Tissue,,Pehmopaperi ,,
861.28,,,wallpaper,,tapettikartonki,,
861.28,,,,"Papierfabrikation; Papier und Pappe: Papiersorten, Pappsorten usw.",,,
861.4,,,Cellulose: textiles,"Zellulose: Textilien (Kunstseide, Zellwolle usw.)",,,
861.4,,,Rayon,Kunstseide,,,
861.4,,,Textiles from wood cellulose,Textilien aus Zellstoff,,,
861.5,,,Cellulose: derivatives,Zellulose: Derivate (Zellulose-Ester usw.),,,
861.5,,,,Kunststoffe: aus Zellulosederivaten,,,
861.6,,,Cellulose,Zellulose,Selluloosa ,,
861.6,,,Cellulosic materials,,,,
861.6,,,Microcrystalline,,,,
861.6,,,Nanocrystalline,,,,
861.7,,,Digital printing,(empty),,,
861.7,,,Ink,(empty),,,
861.7,,,Inkjet printing,(empty),,,
861.71,,,Deinking,(empty),Siistaus ,,
861.71,,,Flotation,(empty),,,
861.71,,,Printing,(empty),,,
861.71,,,Reclaimed fibers,(empty),,,
861.71,,,Recycling,(empty),,,
862,,,(empty),,,,
862.1,,,Wood-wool building slabs,Holzwolle-Leichtbauplatten,,,
862.2,,,"Chip mouldings, resin-bonded","Spanformkörper, kunstharzgebundene",,,
862.2,,,Chipboards,Spanplatten,lastulevy,,
862.2,,,Flakeboard,,lastulevy,,
862.2,,,"Mouldings, resin-bonded: chip","Formkörper, kunstharzgebundene: Späne",,,
862.2,,,Oriented strand board (OSB),Oriented strand board,,,
862.2,,,Waferboard,,,,
862.3,,,"Fibre mouldings, resin-bonded","Holzfaserformkörper, durch Kunstharz gebunden",,,
862.3,,,Fibreboards,Holzfaserplatten,kuitulevy,,
862.3,,,Medium density fibreboard,,MDF-levy ,,f
862.3,,,"Mouldings, resin-bonded: fibre","Formkörper, kunstharzgebundene: Fasern",,,
862.4,,,"Concrete, wood/cement",,,,
862.4,,,Sawdust/magnesite flooring,Sägespäne/Steinholzfußböden,,,
862.4,,,Wood-cement concrete,Holzzement,,,
862.4,,,,Holzbeton,,,
863,,,"Hydrolysis, wood",Hydrolyse des Holzes,,,
863,,,Saccharification of wood,Holzverzuckerung,,,
863.1,,,"Hydrolysis, wood (processes)",Hydrolyse des Holzes (Verfahren),,,
863.1,,,Saccharification of wood: processes,Holzverzuckerung: Verfahren,,,
863.4,,,"Alcohol: ethyl, from wood hydrolysates",Alkohol: Äthylalkohol aus Holzhydrolyse,,,
863.4,,,Ethyl alcohol from wood hydrolysates,,,,
863.4,,,Saccharification of wood: products (wood sugar and alcohol),Holzverzuckerung: Erzeugnisse: (Holzzucker und Alkohol),,,
863.4,,,Stanols,Stanol,,,
863.4,,,"Sugar, wood","Zucker, Holz",,,
863.4,,,Xylitols,Xylitol,,,
863.4,,,,Zucker aus Holz,,,
863.5,,,Protein manufacture from wood hydrolysates,Eiweißerzeugung aus Holzhydrolysaten,,,
863.5,,,Saccharification of wood: products (yeast and protein),Holzverzuckerung: Erzeugnisse: (Hefe und Eiweiß),,,
863.5,,,Yeast from wood hydrolysates,Hefe aus der Holzhydrolyse,,,
863.6,,,Fodder: wood sugar for,Futter: Holzzucker für,,,
863.6,,,Saccharification of wood: products (wood sugar for cattle fodder),Holzverzuckerung: Erzeugnisse: (Holzzucker und Melasse als Viehfutter),,,
863.6,,,"Sugar, wood: for cattle fodder",Zucker aus Holz: als Viehfutter,,,
864,,,"Lignin, uses of",Ligninverwertung,,,
864.1,,,Fuel: lignin as,Brennstoff: Lignin als,,,
864.1,,,"Lignin, uses of: as fuel",Ligninverwertung: als Brennstoff,,,
864.2,,,"Lignin, uses of: as soil amendment",Ligninverwertung: zur Bodenverbesserung,,,
864.2,,,Soil amendment: lignin as,Bodenverbesserung: Lignin zur,,,
864.3,,,"Lignin, uses of: in water softeners",Ligninverwertung: zur Wasserenthärtung,,,
864.4,,,Glues: use of lignin in,Leime: Ligninverwertung für,,,
864.4,,,"Lignin, uses of: in adhesives",Ligninverwertung: für Klebstoffe,,,
864.5,,,"Lignin, uses of: in road-making compounds",Ligninverwertung: für Straßendecken,,,
864.5,,,"Road-making compounds, lignin in","Straßendecken, Ligninverwertung zu",,,
864.6,,,"Lignin, uses of: vanillin from",Ligninverwertung: zur Vanillinherstellung,,,
864.6,,,Vanillin from lignin,Vanillin aus Lignin,,,
865,,,Plastics,Kunststoffe,,,
865.1,,,Plastics: use of waste wood in,Kunststoffe: aus Abfallholz,,,
865.2,,,"Lignin, uses of: in plastics",Ligninverwertung: für Kunststoffe,,,
865.2,,,Plastics: use of lignin in,Kunststoffe: aus Lignin,,,
865.2,,,"Scribes, bark",,,,
866,,,Distillation of wood: steam etc.,Destillation des Holzes: Extraktivstoffe usw.,,,
866,,,"Extractives, wood: utilization","Extraktivstoffe, Holz: Holzverwertung",,,
866.1,,,"Oils, essential: from wood","Öl, ätherisches: aus dem Holz",,,
866.1,,,Resin: from wood,Harz: aus Holz,,,
866.2,,,Essential oils: from wood,Ätherische Öle: aus Holz,,,
866.2,,,"Oils, fixed: from wood",Öl: aus dem Holz,,,
866.2,,,Waxes: from wood,Wachse: aus Holz,,,
866.3,,,Dyes: from wood,Farbstoffe: aus Holz,,,
866.4,,,Tanstuffs: from wood,Gerbstoffe: aus Holz,,,
866.5,,,Gums: from wood,Gummi: als Extraktivstoff aus Holz,,,
867,,,Distillation of wood: dry (destructive),Destillation des Holzes: trocken,,,
867,,,,Destillation des Holzes: trocken (mit Gewinnung der flüchtigen Produkte),,,
867,,,,Holzkohle: Herstellung,,,
867.1,,,Distillation of wood: dry (with no recovery of by-products),Destillation des Holzes: trocken (ohne Gewinnung der flüchtigen Produkte),,,
867.2,,,Distillation of wood: dry (with recovery of by-products),Destillation des Holzes: trocken (mit Gewinnung der flüchtigen Produkte),,,
867.3,,,Acetone from dry distillation of wood,,,,
867.3,,,"Gas, producer; from wood or charcoal",Gaserzeugung: von Holz oder Holzkohle,,,
867.3,,,,Holzgas,,,
867.3,,,,Holzkohlengas,,,
867.31,,,Charcoal: for producer-gas vehicles,Holzkohle: Gaserzeugung zum Antrieb von Fahrzeugmotoren,,,
867.31,,,"Gas, producer; from wood or charcoal: for propelling vehicles",Gaserzeugung: von Holz oder Holzkohle: zum Antrieb von Fahrzeugmotoren,,,
867.32,,,Charcoal: for industrial producer-gas,Holzkohle: Gaserzeugung für Industrie,,,
867.32,,,"Gas, producer; from wood or charcoal: for industrial use",Gaserzeugung: von Holz oder Holzkohle: für industrielle Zwecke,,,
867.5,,,Charcoal: properties and uses,Holzkohle: Eigenschaften und Verwendung,,,
867.6,,,"Alcohol: methyl, from dry distillation of wood",Alkohol: Methylalkohol aus Holzdestillation,,,
867.6,,,Ketones from dry distillation of wood,Ketone aus der Holztrockendestillation,,,
867.6,,,Methyl alcohol from dry distillation of wood,Methylalkohol aus der Trockendestillation des Holzes,,,
867.6,,,Phenols from dry distillation of wood,Phenole aus der Holztrockendestillation,,,
867.7,,,Acetates and acetic acid from dry distillation of wood,,,,
867.7,,,,Azetate,,,
867.7,,,,Holzessig,,,
867.8,,,Oils from dry distillation of wood,Öl: aus der Holztrockendestillation,,,
867.8,,,Tar: from dry distillation of wood,Teer: aus der Trockendestillation des Holzes,,,
88,,,"Competitive materials, replacement of wood by","Ersatzstoffe, Holzverdrängung durch",,,
88,,,Economy in the use of wood,Holzeinsparung,,,
88,,,Materials: competing with wood: (utilization),,,,
88,,,Wood: economy in the use of,Wettbewerb mit Holz,,,
88,,,Wood: replacement by competitive materials,Holzverdrängung durch Ersatzstoffe,,,
89,,,Forest products other than wood: as products,Forsterzeugnisse außer Holz: als Erzeugnisse,,,
89,,,Minor forest products: as products,"Nebenerzeugnisse, forstliche: als Produkte",,,
89,,,"Products, forest: minor","Erzeugnisse, forstliche: Nebenerzeugnisse",,,
89,,,Tierische Erzeugnisse des Waldes,,,,
891,,,Minerals as forest product,Mineralien als forstliches Nebenerzeugnis,,,
891,,,Minor forest products: as products (mineral),"Nebenerzeugnisse, forstliche: als Produkte (mineralische)",,,
891,,,Peat: as minor forest product,Torf: als forstliches Nebenerzeugnis,,,
891,,,,"Kohle, als forstliches Nebenerzeugnis",,,
892,,,"\""Plantation crops\"": products","Forstliche Nebenerzeugnisse, pflanzliche: Erzeugnisse",,,
892,,,Minor forest products: as products (vegetable),"Nebenerzeugnisse, forstliche: als Produkte (pflanzliche)",,,
892.1,,,Fodder: as minor forest product,Futter: als forstliches Nebenprodukt,,,
892.1,,,Food: from the forest,Nahrung: aus dem Wald,,,
892.1,,,Grass as minor forest product,Gras als forstliches Nebenprodukt,,,
892.1,,,Leaf fodder: as minor forest product,Futterlaub: als forstliches Nebenprodukt,,,
892.1,,,Litter: as minor forest product,Waldstreu: als forstliches Nebenprodukt,,,
892.2,,,Agricultural products of the forest,Landwirtschaftliche Nebenerzeugnisse aus dem Walde,,,
892.3,,,"Ash: wood, as forest product","Asche: Holzasche, als Forsterzeugnis",,,
892.3,,,Wood ashes as minor forest product,Holzasche als forstliches Nebenerzeugnis,,,
892.4,,,"Bark products, utilization","Rinde, Verwertung (Technologie)",,,
892.41,,,"Bark products, utilization: tanstuffs","Rinde, Verwertung (Technologie): Gerbstoffe",,,
892.41,,,Tanbark: as minor forest product,Gerbrinde: als forstliches Nebenerzeugnis,,,
892.41,,,Tanstuffs: as minor forest product,Gerbstoffe: als forstliches Nebenerzeugnis,,,
892.42,,,"Bark products, utilization: cork","Rinde, Verwertung (Technologie): Kork",,,
892.42,,,Cork: as product,Kork: als Erzeugnis,,,
892.42,,p,Cork: growing and harvesting,"Kork: Anbau, Pflege und Gewinnung",,,
892.43,,,"Bark products, utilization: fibres","Rinde, Verwertung (Technologie): Fasern",,,
892.51,,,"Branches: ornamental, as forest product",Äste: Schmuckreisig,,,
892.51,,,Christmas trees: as forest product,Weihnachtsbäume: als Forsterzeugnis,,,
892.51,,,"Ornamental trees and branches, as minor forest products","Zierbäume und Schmuckreisig, als forstliches Nebenprodukt",,,
892.51,,,Trees: Christmas (as product),Bäume: Weihnachtsbäume: (als Forsterzeugnis),,,
892.52,,,"Bark products, utilization: medicinal","Rinde, Verwertung (Technologie): offizinelle",,,
892.52,,,Medicinal plants as minor forest products,Heilpflanzen als forstliches Nebenerzeugnis,,,
892.53,,,Edible plants as minor forest products,Eßbare Pflanzen als forstliches Nebenprodukt,,,
892.54,,,Insectisides: from plants,"Insektizide: aus Waldpflanzen, als forstliches Nebenprodukt",,,
892.61,,,Resin: as forest product,Harz: als Forsterzeugnis,,,
892.62,,,Essential oils: as minor forest product,Ätherische Öle: als forstliches Nebenprodukt,,,
892.62,,,"Oils, essential: as minor forest product","Öl, ätherisches: als forstliches Nebenprodukt",,,
892.63,,,Fats,Fette,,,
892.63,,,"Oils, fixed: as minor forest product",Öl: als forstliches Nebenprodukt,,,
892.64,,,Waxes: as minor forest product,Wachse: als forstliches Nebenerzeugnis,,,
892.65,,,Gums: as minor forest product,Gummi: als forstliches Nebenerzeugnis,,,
892.65,,,Kinos,"\""Kino\""harz",,,
892.66,,,Gutta percha: as product,Guttapercha: als Erzeugnis,guttaperkka ,,
892.66,,,Latex: as minor forest product,Milchsaft: als forstliches Nebenerzeugnis,lateksi,,
892.66,,,Rubber: as minor forest product,Kautschuk: als forstliches Nebenerzeugnis,luonnonkumi,,
892.67,,,Dyes: from other forest products,Farbstoffe: aus anderen Forsterzeugnissen,,,
892.68,,,Sap sugar: as minor forest product,Saftzucker: als forstliches Nebenerzeugnis,,,
892.68,,,"Sugar, sap: as minor forest product",Zuckersaft: als forstliches Nebenerzeugnis,,,
892.71,,,Fruit: as minor forest product,Früchte: als forstliche Nebenerzeugnisse,,,
892.72,,,Nuts: as minor forest products,Nüsse: als forstliches Nebenerzeugnis,,,
892.72,,,Seed: as minor forest product,Samen: als forstliches Nebenerzeugnis,,,
892.72,,,,Saatgut: als forstliches Nebenerzeugnis,,,
892.73,,,Fibres from minor forest products; utilization,Fasern von forstlichen Nebenerzeugnissen; Verwendung,,,
892.73,,,"Fibres from minor forest products; utilization see also Bark crops, Bark products, Seed fibres",,,,
892.73,,,Flosses: as minor forest products,,,,
892.73,,,Seed-fibres: as minor forest product,Samenfasern: als forstliches Nebenerzeugnis,,,
892.73,,,"Yarns, as minor forest products","Garn, als forstliches Nebenerzeugnis",,,
892.8,,,(empty),,,,
892.81,,,Broom (Cytisus) as forest product,"Ginster (Cytisus), Technologie",,,
892.81,,,"Heather, as minor forest product",Heidekraut als forstliches Nebenerzeugnis,,,
892.82,,,Osiers: as forest products,Korbweiden: als forstliches Nebenprodukt,,,
892.83,,,Bamboo: as forest product,Bambus: Technologisch,,,
892.83,,,Canes: as forest product,Rohr: Technologie,,,
892.84,,,"Reeds and rushes, as minor forest products",Schilfrohr und Binsen als forstliches Nebenerzeugnis,,,
892.84,,,Thatching materials as minor forest products,Dachmaterial (Stroh usw.) als forstliches Nebenerzeugnis,,,
893,,,Animal products of the forest,Tierische Erzeugnisse aus dem Wald,,,
893,,,Honey: as minor forest product,Honig als forstliches Nebenprodukt,,,
893,,,Lac: as minor forest product,"Schellack, als forstliches Nebenerzeugnis",,,
893,,,Minor forest products: as products (animal),"Nebenerzeugnisse, forstliche: als Produkte (tierische)",,,
894.1,,,Fungi as a non-wood forest product,Fungus als forstliches Nebenprodukt,,,
894.2,,,Mushrooms as a non-wood forest product,Pilze als forstliches Nebenprodukt,,,
894.3,,,Lichen as a non-wood forest product,Flechten als forstliches Nebenprodukt,,,
9,,,"Economics of forestry, social",Forstpolitik,,,
9,,,"National economy, forests and forestry in",,,,
90,,,"Economics of forestry, social: generalities",Forstpolitik: Allgemeines,,,
901,,,"Economics of forestry, social: theory, methods, systematics; peculiarities of forestry","Forstpolitik: Theorie, Methoden, Systematik; volkswirtschaftliche Eigentümlichkeiten",,,
901,,,Peculiarities of forestry: as regards social economics,Eigenarten der Forstwirtschaft: in volkswirtschaftlicher Hinsicht,,,
902,,,"Forests and forestry, history","Wälder und Forstwesen, Geschichte",,,
902,,,History: of forests and forestry,Geschichte: Wälder und Forstwesen,,,
902.1,,,Biographies,Biographien,elämänkerrat,,
902.1,,,Memorials,Denkmäler,,,
902.1,,,Obituary notices,Nekrologe,,,
902.1,,,,Nachrufe,,,
902.2,,,History of organizations,Geschichte der Organisationen,,,
902.2,,,"Organizations, history of","Organisationen, Geschichte",,,
903,,,Policy: forest,Politik: Forst-,,,
903.1,,,Policy: public participation in,Forstpolitik: Öffentliche Meinung,,,
903.1,,,Public participation in policy,Öffentliche Meinung,,,
904,,,Forests and forestry general: (descriptive) regional accounts,Wald- und Forstwirtschaft: allgemeine regionale Darstellungen,,,
904,,,Regional accounts: forests and forestry,Regionale Darstellungen; Wälder und Forstwesen,,,
905,,,"Statistics and resources, forest",Forststatistiken,,,
905,,,,Holzvorrat: Statistik,,,
905.1,,,"Statistics and resources, forest: general forest statistics",Forststatistiken: allgemeine Forststatistiken,,,
905.2,,,"\""Cut,\"" regional",,,,
905.2,,,"\""Drain\""",,,,
905.2,,,"Balance of increment and depletion: regional, national etc.","Holzbilanzen, regional, national usw.",,,
905.2,,,Depletion and increment: regional balance of,,,,
905.2,,,Increment: and depletion: (regional balance of),Zuwachs: und Abgang: (regionale Bilanz von),,,
905.2,,,"Statistics and resources, forest: resources, balance of growth and depletion, \""cut\""","Forststatistiken: Vorräte an Holz und anderen Forstprodukten, Zuwachs und Abgang, Holzbilanzen",,,
906,,,Economic significance of forests and forestry: direct,Ökonomische Bedeutung des Waldes und des Forstwesens: direkte,,,
906,,,"Utility, national (social), of forests: direct","Nützlichkeit, nationale (soziale) der Wälder: direkt",,,
907,,,Conservation: general,Naturschutz,,,
907,,,Economic significance of forests and forestry: indirect,Ökonomische Bedeutung des Waldes und des Forstwesens: indirekte,,,
907,,,Environment protection,Umweltschutz,,,
907,,,"Nützlichkeit, nationale (soziale) der Wälder: indirekt","Utility, national (social), of forests: indirect",,,
907,,,,Indirekte Bedeutung der Wälder,,,
907.1,,,Conservation: landscape,"Natur- und Landschaftsschutz, Bedeutung der Wälder für",,,
907.1,,,Landscape conservation,"Landschaftsschutz, Bedeutung der Wälder für",,,
907.1,,,"Rural amenity, value of forest in",,,,
907.11,,,National parks,Nationalparks,,,
907.11,,,Parks: national,Parks: Nationalparks,,,
907.12,,,Plant sanctuaries,Pflanzenschutzgebiete,,,
907.12,,,Protected trees,Geschützte Bäume,,,
907.12,,,Sanctuaries: plant and tree,,,,
907.12,,,Tree sanctuaries,Baumschutzgebiete,,,
907.12,,,Trees: protected,Bäume: geschützte,,,
907.12,,,,Geschützte Pflanzen,,,
907.13,,,Animals: protected,Tiere: geschützte,,,
907.13,,,Bird sanctuaries,Vogelschutzgebiete,,,
907.13,,,"Game: reserves, sanctuaries (significance of forest for)",Wild: Wildschutzgebiete (Bedeutung der Wälder als),,,
907.13,,,Protected animals,Geschützte Tiere,,,
907.14,,,Sanctuaries: water,Schutz von Wasser,,,
907.14,,,Water sanctuaries,Wasserschutzgebiete,,,
907.15,,,Hiking trails,Wanderwege,,,
907.15,,,Nature trails,Naturlehrpfade,,,
907.2,,,"Recreation, utility of forests for",Erholung: Bedeutung des Waldes hierfür,,,
907.3,,,"Environment, influence of forest on",,,,
907.3,,,Influences of forest: on the environment,Einachsanhänger: auf die Umgebung,,,
907.32,,,Protection forest: utility of,Schutzwald: Bedeutung,,,
907.33,,,Environmental protection,Umweltschutz,,,
907.33,,,Protection of the environment,Schutz der Umwelt,,,
907.4,,,Hygienic value of forests,Hygienischer Wert des Waldes,,,
907.6,,,"Art, the forest in","Kunst, der Wald in der",,,
907.6,,,"Influences of forest: on religion, art etc.","Einachsanhänger: auf Religion, Kunst usw.",,,
907.6,,,"Religion, the forest in","Religion, der Wald in der",,,
907.8,,,Military value of forests,Militärische Bedeutung der Wälder,,,
908.1,,,Agriculture: relation of forests and forestry to,Landwirtschaft: Beziehungen zu Wald- und Forstwesen,,,
908.1,,,Animal husbandry: relations of forests and forestry to,Viehwirtschaft: Beziehungen zu Wald und Forstwesen,,,
908.1,,,Pastoral husbandry: relation of forests and forestry to,Weidewirtschaft: Beziehungen zur Forstwirtschaft,,,
908.2,,,Industries: relation of forests and forestry to,Industrien: Beziehungen der Forstwirtschaft zu,,,
908.2,,,"Transport, relations of forests and forestry to","Transport, Beziehungen der Forstwirtschaft zu",,,
91,,,Land use,Bodenbenutzung,,,
91,,,Policy: land-use,"Politik: Bodenbenutzung, Landesplanung",,,
911,,,Land use: generalities; planning,Bodenbenutzung: Allgemeines; Planung,,,
911,,,Planning: regional land use,"Planung, regionale Landes-",,,
911,,,"Regional planning, land-use","Regionale Planung, Bodenbenutzung",,,
911,,,,Landesplanung,,,
912,,,"Colonization schemes, forest",,,,
912,,,Land use: colonization and settlement,"Bodennutzungsaufnahmen, Verwendung des Luftbildes zu: Kolonisation und Siedlung",,,
912,,,"Settlement schemes, forest",Siedlungspolitik,,,
913,,,Afforestation policy (agricultural and pastoral land),Aufforstungspolitik (landwirtschaftlich genutzte und Weideflächen),,,
913,,,"Cultivation, shifting: policy","Waldfeldwirtschaft, primitive wandernde: Forstpolitik",,,
913,,,"Deforestation, policy: agricultural and pastoral land",Entwaldung: landwirtschaftliche Flächen und Weideland,,,
913,,,Land use: afforestation policy (agricultural and pastoral land),Landnutzung: Aufforstungspolitik (landwirtchaftlich genutzte und Weideflächen),,,
