fdcNumber,conceptId,Keytype,indexTerm-en,indexTerm-de,indexTerm-sv,indexTerm-fi,indexTerm-fr,indexTerm-sl,indexTerm-sp,agrovocConcept,scopeNote,fi-new-term,seÄven,USE-se,RT-se,v2016-se,altLabel-en,altLabel-de,altLabel-sv,altLabel-fi,altLabel-fr,altLabel-sl,altLabel-sp,hiddenLabel-en,hiddenLabel-de,hiddenLabel-sv,hiddenLabel-fi,hiddenLabel-fr,hiddenLabel-sl,hiddenLabel-sp
822.45,2989,,Head-saws,Vorschnittsägen,blocksågar och -sågning,,,,,,,,,,,,Break(ing) down saws|head rig|primary saw,,,,,,,,,,,,,
822.45,2990,,Resaws and resawing,Trennsägen,timmersågar och -sågning,halkaisusahat,,,sierra principal o de rollizos,,,,,,,,,,,,,,,"Saws and sawing in sawmilling and woodworking: power, classified by functions (re-saws)",Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen geordnet nach ihren Aufgaben (Vorschnittsägen),"sågar och sågning i sågverk och vid träbearbetning, maskinsågar efter sågningsändamål (timmersågar, blocksågar)",,,,"sierras y aserrado en serrerías y carpinterías, sierras  mecánicas y aserrado mecánico (sierra principal o de rollizos) "
822.46,2991,,Edgers (saws) and edging,Längsschnittsägen,kantverk,särmäimet,,,sierras de hilo y corte ,,,,,,,,,Besäumsägen,,,,,,"Saws and sawing in sawmilling and woodworking: power, classified by functions (edgers and ripsaws)","Sägen und ihre Arbeit bei der Holzbearbeitung: Maschinensägen geordnet nach ihren Aufgaben (andere Längsschnittsägen; Trennsägen, Besäumsägen)","sågar och sågning i sågverk och vid träbearbetning, maskinsågar efter sågningsändamål (klyvsågar och kantverk)",,,,"sierras y aserrado en serrerías y carpinterías, sierras  mecánicas y aserrado mecánico (otras sierras de hilo para despiezo; canteadoras o de hender) "
822.8,2992,,Sawblades and their maintenance,Sägeblätter und ihre Pflege,sågblad och deras skötsel,sahanterät ja niiden hoito,,,hojas de sierra y su conservación,,,,,,,,,,,,,,,Saws and sawing in sawmilling and woodworking: blades and their maintenance,Sägen und ihre Arbeit bei der Holzbearbeitung: Sägeblätter und ihre Pflege,"sågar och sågning i sågverk och vid träbearbetning, sågblad och deras skötsel",,,,"sierras y aserrado en serrerías y carpinterías, hojas de sierra y su conservación "
823.1,2993,,"Mouldings, cutting of","Fräsen, Holzbearbeitung",profilfräsning,jyrsintä,,,cepillado ,,,,,,,,,,,,,,,,,,,,,
823.1,2994,,Planing,Hobeln,hyvling,höyläys,,,moldurado ,,,,,,,,,,,,,,,,,,,,,
823.2,2995,,Chiselling,Nutfertigung,mejsling,talttaus,,,cajeado ,,,,,,,,,,,,,,,,,,,,,
823.2,2996,,Mortising,einstechen,sinkning,lovitus,,,trabajos con formón,,,,,,,,,,,,,,,,,,,,,
823.3,2997,,Tenoning,Zapfenverbindungen,tappning,tapitus,,,espigado ,,,,,,,,,,,,,,,,,,,,,
823.4,2998,,Boring,Bohren,borrning,poraus,,,taladrado ,,,,,,,,,,,,,,,,,,,,,
823.5,2999,,woodturning,Drechseln,svarvning,sorvaus,,,torneado de la madera ,,,,,,,,,,,,,,,,,,,,,
823.7,3000,,Combined cutting actions in wood processing,Kombinierte Schnittvorgänge in der Holzbearbeitung,sammansatta bearbetningsmetoder,yhdistetyt puunleikkausmenetelmät,,,trabajos combinados de corte en la transformación de la madera ,,,,,,,,,,,,,,,,,,,,,
823.8,3001,,"Cutters, wood-processing, and their maintenance",Schneidewerkzeuge (Holzbearbeitung) und ihre Instandhaltung,skärverktyg och deras skötsel,,,,cuchillas para madera y su conservación ,,,,,,,,,,,,,,,,,,,,,
824,3002,,Joints; jointing and assembly of wood,Holzverbindungen,träförbindningar,puuliitokset ja liittäminen,,,uniones juntado y ensamblado de la madera ,,,,,,,,,,,,,,,,,,,,,
824.1,3003,,Joints; jointing and assembly of wood: nailed,Holzverbindungen: Nagel-,"förbindningar, spikförband","liitokset, puu: naulatut",,,,,,,,,,,,,,,,,,,,,,,,
824.1,3004,,Nailed joints,Nagelverbindungen,spikförband,naulaliitokset,,,uniones con clavos,,,,,,,,,,,,,,,,,,,,,
824.2,3005,,Joints; jointing and assembly of wood: screwed,Holzverbindungen: Schrauben-,"förbindningar, skruvförband","liitokset, puu: ruuvatut",,,uniones con tornillos ,,,,,,,,,,,,,,,,,,,,,
824.2,3006,,Screwed joints,Schraubenverbindungen,skruvförband,ruuviliitokset,,,atornillado ,,,,,,,,,,,,,,,,,,,,,
824.3,3007,,Bolted joints,Bolzenverbindungen,bultförband,pulttiliitokset,,,"pernos, uniones con ",,,,,,,,,,,,,,,,,,,,,
824.3,3008,,Joints; jointing and assembly of wood: bolted,Holzverbindungen: Bolzen-,"förbindningar, bultförband","liitokset, puu: pultatut",,,uniones con pernos ,,,,,,,,,,,,,,,,,,,,,
824.4,3009,,Dowelled joints,Dübelverbindungen,dymlade förband,poratappiliitos,,,ensamblado de espigas,,,,,,,,,,,,,,,,,,,,,
824.4,3010,,Joints; jointing and assembly of wood: dowelled,Holzverbindungen: Dübel-,"förbindningar, dymlade förband","liitokset, puu: poratapit",,,uniones con espigas ,,,,,,,,,,,,,,,,,,,,,
824.5,3011,,Joints; jointing and assembly of wood: timber-connector,Holzverbindungen: moderne Holzverbinder,"förbindningar, krafttagande mellanlägg",,,,uniones con conectores de madera ,,,,,,,,,,,,,,,,,,,,,
824.5,3012,,Timber connectors,"Holzverbinder, moderne",krafttagande mellanlägg,,,,conectores para madera ,,,,,,,,"Connectors, timber",Einpreßdübel,,,,,,,,,,,,
824.6,3013,,Carpenters' joints,Zimmermannsmäßige Holzverbindungen,snickeriförbindningar,jatkettu puu,,,ensamblajes de carpintero,,,,,,,,,,,,,,,,,,,,,
824.6,3014,,Dovetail joints,"Schwalbenschwanz, Holzverbinder",laxstjärt,lohenpyrstöliitos,,,,,,,,,,,,,,sinkkaliitos|lomaliitos,,,,,,,,,,
824.6,3015,,finger joint wood,,,sormijatkoliitos,,,,,,f,,,,,,,,,,,,,,,,,,
824.6,3016,,Finger-joint,Kammverbindung,fingerskarv,Sormiliitos,,,"cola de milano, ensamblado con ",,,f,,,,,,,"förbindningar, fogar",kampaliitos,,,,,,,,,,
824.6,3017,,Joints; jointing and assembly of wood: carpenters' and joiners',Holzverbindungen: zimmermanns- und schreinermäßige,"förbindningar, snickeriförbindningar",liitokset: jatkoliitokset,,,uniones de carpintero y ebanista ,,,,,,,,,,,,,,,,,,,,,
824.7,3018,,Glued joints: general,Leimverbindungen: Allgemeines,limmade förband,liimaliitokset,,,uniones con colas ,,,,,,,,,,,,,,,,,,,,,
824.7,3019,,Joints; jointing and assembly of wood: glued,Holzverbindungen: Leim-,"förbindningar, limmade förband",,,,juntas encoladas: generalidades ,,,,,,,,,,,,,,,,,,,,,
824.8,3020,,Glues,Leime,lim,liimat,,,colas en general ,,,,,,,,,,bindemedel,,,,"adhesivos, elementos",,,,,,,
824.82,3021,,"Glues, natural","Leime, natürliche","lim, naturlim",,,,colas naturales ,,,,,,,,,,,,,,,,,,,,,
824.821,3022,,"Glues, natural: animal","Leime, natürliche: tierische","lim, naturlim (animaliskt)",,,,colas animales ,,,,,,,,,,,,,,,,,,,,,
824.822,3023,,"Glues, natural: blood albumin","Leime, natürliche: Blutalbumin","lim, naturlim (blodalbumin)",,,,colas de albúmina ,,,,,,,,,,,,,,,,,,,,,
824.823,3024,,"Glues, natural: casein","Leime, natürliche: Kasein","lim, naturlim (kasein)",,,,colas de caseína ,,,,,,,,,,,,,,,,,,,,,
824.824,3025,,"Glues, natural: starch derivatives","Leime, natürliche: Stärkederivate","lim, naturlim (stärkelsederivat)",,,,colas derivadas del almidón ,,,,,,,,,,,,,,,,,,,,,
824.825,3026,,"Glues, natural: vegetable protein","Leime, natürliche: Pflanzeneiweiß","lim, naturlim (vegetabiliska proteiner)",,,,colas de proteinas  vegetales ,,,,,,,,,,,,,,,,,,,,,
824.829,3027,,"Glues, natural: other natural glues","Leime, natürliche: andere natürliche Leime",,,,,"colas, otros tipos de colas naturales ",,,,,,,,,,,,,,,,,,,,,
824.83,3028,,"Glues, synthetic","Leime, synthetische","lim, syntetlim",,,,colas sintéticas ,,,,,,,,,,,,,,,,,,,,,
824.831,3029,,"Glues, synthetic: melamine","Leime, synthetische: Melamine","lim, syntetlim (melaminharts)",,,,"colas sintéticas, melamina ",,,,,,,,,,,,,,,,,,,,,
824.832,3030,,"Glues, synthetic: phenolic","Leime, synthetische: Phenole","lim, syntetlim (fenolharts)",,,,"colas sintéticas, fenólicas  ",,,,,,,,,,,,,,,,,,,,,
824.833,3031,,"Glues, synthetic: resorcinol","Leime, synthetische: Resorcinole","lim, syntetlim (resorcinolharts)",,,,,,,,,,,,,,,,,,,,,,,,,
824.834,3032,,"Glues, synthetic: urea","Leime, synthetische: Harnstoffe","lim, syntetlim (karbamidharts)",,,,,,,,,,,,,,,,,,,,,,,,,
824.839,3033,,"Glues, synthetic: other synthetic","Leime, synthetische: andere synthetische Leime","lim, syntetlim (övrigt syntetlim)",,,,"colas sintéticas, otras colàs sintéticas  ",,,,,,,,,,,,,,,,,,,,,
824.84,3034,,"Glues, metal-bonding",Leime: die auf Metall haften,lim för sammanfogning av metaller,,,,colas para unión metal madera ,,,,,,,,,,,,,,,,,,,,,
824.84,3035,,Metals: bonding of wood to,Metall: Verbinden von Holz mit,metaller: sammanfogning med trä,,,,,,,,,,,,,,,,,,,,,,,,,
824.86,3036,,Gluing,Leimtechnik,"limning, allmänt",,,,encolado en general ,,,,,,,,,,,,,,,,,,,,,
824.87,3037,,"Gluing, heating methods in","Leimen, Heizverfahren","limning, uppvärmningsmetoder",,,,encolado; métodos de calentamiento ,,,,,,,,,,,,,,calentamiento por rayos infrarrojos,,,,,,,
824.872,3038,,"Gluing, heating methods in: steam and hot-water","Leimen, Heizverfahren: Dampf und heißes Wasser","limning, uppvärmningsmetoder (ånga och varmvatten)",,,,encolado; métodos de calentamiento con vapor y agua caliente ,,,,,,,,,,,,,,,,,,,,,
824.873,3039,,Electrical methods of glue heating,Elektrische Verfahren in der Leimtechnik,"elektriska metoder för limning, allmänt",,,,"eléctrico, calentamiento; métodos de encolado por ",,,,,,,,,,,,,,,,,,,,,
824.873,3040,,"Gluing, heating methods in: electrical: general","Leimen, Heizverfahren: elektrische Verfahren: Allgemeines","limning, uppvärmningsmetoder (elektriska metoder, allmänt)",,,,encolado; métodos de calentamiento eléctricos en general ,,,,,,,,,,,,,,,,,,,,,
824.874,3041,,Electrical methods of glue heating: resistance heating,Elektrische Verfahren in der Leimtechnik: Widerstandserhitzung,"elektriska metoder för limning, elektrisk motståndsuppvärmning",,,,"eléctrico, calentamiento con resistencias eléctricas ",,,,,,,,,,,,,,,,,,,,,
824.874,3042,,"Gluing, heating methods in: electrical resistance","Leimen, Heizverfahren: elektrische Widerstandserhitzung","limning, uppvärmningsmetoder (elektrisk motståndsuppvärmning)",,,,encolado; métodos de calentamiento con resistencias eléctricas ,,,,,,,,,,,,,,,,,,,,,
824.875,3043,,Electrical methods of glue heating: radio-frequency heating,Elektrische Verfahren in der Leimtechnik: Hochfrequenz-Erhitzung,"elektriska metoder för limning, högfrekvensuppvärmning",,,,"eléctrico, calentamiento por radiofrecuencia ",,,,,,,,,,,,,,,,,,,,,
824.875,3044,,"Gluing, heating methods in: radio-frequency","Leimen, Heizverfahren: Hochfrequenz-Erhitzung","limning, uppvärmningsmetoder (högfrekvensuppvärmning)",,,,encolado; métodos de calentamiento por radiofrecuencia ,,,,,,,,,,,,,,,,,,,,,
824.876,3045,,Electrical methods of glue heating: radiant heat,Elektrische Verfahren in der Leimtechnik: Strahlungswärme,"elektriska metoder för limning, strålningsvärme",,,,"eléctrico, calentamiento por radiación ",,,,,,,,,,,,,,,,,,,,,
824.876,3046,,gluing by radiant heat,Strahlungswärme: Verleimen mit,strålningsvärme: limning med,,,,calentamiento por encolado por el método de radiación,,,,,,,,,,,,,,,,,,,,,
824.876,3047,,"Gluing, heating methods in: radiant heat","Leimen, Heizverfahren: Strahlungswärme","limning, uppvärmningsmetoder (strålningsvärme)",,,,encolado; métodos de calentamiento por radiación ,,,,,,,,,,,,,,,,,,,,,
824.88,3048,,Fireproofing of wood: effect on gluing,Holzschutz gegen Feuer: Einfluß auf die Verleimung,brandskyddsbehandling av virke: inverkan på limning,,,,"ignifugación de la madera, efecto en el encolado ",,,,,,,,,,,,,,,,,,,,,
824.88,3049,,"Gluing: effect of preservatives, fireproofing agents etc.",Leimtechnik: Einflüsse von Holz- und Flammschutzmitteln usw.,"limning, inverkan av impregneringsmedel, brandskyddsmedel m.m.",,,,"encolado efecto de los antisépticos, ignífugos, etc. ",,,,,,,,,,,,,,,,,,,,,
824.88,3050,,"Preservatives, wood: effect on gluing",Holzschutzmittel: Einfluß auf die Verleimung,"konserveringsmedel, inverkan på limning",,,,"preservadores de la madera, sus efectos en el encolado  ",,,,,,,,,,"impregneringsmedel, inverkan på limning",,,,,,,,,,,
825.1,3051,,"Cleaving of wood: as industrial operation, including machines","Holzspalten: in der Holzindustrie, einschließlich Maschinen",klyvning: inom skogsindustri,halkaisu,,,raja de la madera: en la industria ,,,,,,,,,Spalten: in der holzbearbeitenden Industrie,,,,,,,,,,,,
825.5,3052,,Adzing: as industrial operation,Behauen: in der Holz bearbeitenden Industrie,bilning,koverrus,,,azolado como preparación industrial  ,,,,,,,,,,,,,,,,,,,,,
825.5,3053,,,Dechseln,skarvning,,,,,,,,,,,,,,,,,,,,,,,,,
825.7,3054,,"Comminution of wood, mechanical","Zerkleinerung von Holz, mechanisch",,,,,desmenuzamiento mecánico de la madera ,,,,,,,,,,,,,,,,,,,,,
825.71,3055,,"""Hogging"" of wood",Holzhacken zum Zerkleinern: industriell,"sönderdelning av trä, mekanisk",,,,,,,,,,,,,,,,,,,,,,,,,
825.71,3056,,Chipping of wood: industrial,Zerhacken des Holzes,flishuggning: industriell,haketus,,,virutas de madera: en fabrica ,,,,,,,,Hogging of wood,,,,,,,,,,,,,
825.71,3057,,,Hackschnitzelherstellung: außerhalb des Waldes,mekanisk sönderdelning av trä,,,,,,,,,,,,,,,,,,,,,,,,,
825.71,3058,,,,flisning utanför skog,,,,,,,,,,,v2016,,,,,,,,,,,,,,
825.72,3059,,"Flaking, of wood","Zerspanen, von Holz",flagning,,,,Triturado de la madera ,,,,,,,,,,,,,,,,,"mekanisk sönderdelning, flagning",,,,
825.73,3060,,"Grinding, wood",Mahlen des Holzes,,,,,,,,,,,,,,,,,,,,,,,,,,
825.73,3061,,,Schleifen des Holzes: Mahlen,slipning av trä,,,,,,,,,,,,,,,,,,,,,,,,,
825.74,3062,,Defibration of wood,Zerfasern von Holz,defibrering,,,,desfibrado de la madera ,,,,,,,,,,,,,,,,,,,,,
826.1,3063,,Peeling: of wood: processes,Schälen zur Furnierherstellung,skalning,viilun valmistus,,,desenrollado de la madera; procedimientos ,,,,,,,,,,,,,,,,,,,,,
826.2,3064,,"Slicing, wood",Messern des Holzes,klippning av tunna ark,,,,rebanado de la madera ,,,,,,,,,,,,,,,,,,,,,
826.5,3065,,Edging of thin sheets,,skärning av tunna ark,,,,corte de chapas ,,,,,,,,,,,,,,,,,,,,,
826.5,3066,,Trimming: thin wood sheets,Säumen (Zurechtschneiden) von dünnen Holzblättern (z.B. Furnieren),kantning av tunna ark,,,,canteado de chapas ,,,,,,,,,,,,,,,,,,,,,
826.5,3067,,,,klingor,,,,,,,,,,,,,,,,,,,,,,,,,
827,3068,,,,böjning och formning,taivutus ja muotoilu,,,,,,,,,,,,,,,,,,,,,,,,
827.1,3069,,"Bending, wood","Biegen, Holz",böjning av trä,puun taivutus,,,curvado de la madera ,,,,,,,,,,,,,,,,,,,,,
827.3,3070,,Moulding of wood,Verformen des Holzes,formning,puun muotoilu,,,moldeado de la madera ,,,,,,,,,,,,,,,,,,,,,
828,3071,,"Carpentry, general",Zimmermannsarbeiten i.a.,snickerier: allmänt,puusepän- ja rakennuspuusepänteollisuus,,,carpintería; generalidades ,,,,,,,,,,,,,,,,,,,,,
828,3072,,Joinery: general,Schreinerei: Allgemeines,slutjusteringsarbeten av trä,,,,,,,,,,,,,,,,,,,,,,,,,
829.1,3073,,"Finishing, wood",Oberflächenbehandlung des Holzes,ytbehandling av trä,puun pintakäsittely,,,acabado de la madera  (en ebanistería)  ,,,,,,,,,,,,,,,,,,,,,
829.11,3074,,Bleaching: wood,Bleichen: Holz,blekning: virke,,,,blanqueado de la madera  ,,,,,,,,,,,,,,,,,,,,,
829.12,3075,,Colouring of wood,Färben des Holzes,färgning (betsning) av trä,,,,coloreado de la madera ,,,,,,,,Staining (dyeing) of wood,,,,,,teñido (coloreado) de la madera ,,,,,,,
829.13,3076,,Sanding of wood,Sandeln des Holzes,putsning av trä,,,,lijado de la madera ,,,,,,,,,,,,,,,,Schleifen des Holzes: Sandeln,,,,,
829.14,3077,,"Holes in wood, repair of","Astlöcher, Flicken der","hål i trä, reparering av",,,,"agujeros en la madera,  reparación de  ",,,,,,,,,,,,,,,,,,,,,
829.15,3078,,Surface filling and sealing of wood,Oberflächenfüllen und -verkitten von Holz,träfyllning,,,,emplastecido y apomazado de la madera ,,,,,,,,,,porfyllning,,,,,,,,,,,
829.16,3079,,"Polishing, wood","Polieren, Holz",polering,,,,Pulido de la madera ,,,,,,,,,,,,,,,,,,,,,
829.17,3080,,Varnishing,Lackieren,lackering,,,,barnizado,,,,,,,,,Lasieren,,,,,,,,,,,,
829.18,3081,,Painting of wood,Anstrich des Holzes,målning av trä,maalaus (pintakäsittely),,,pintado de la madera ,,,,,,,,,,,,,,,,,,,,,
83,3082,,Timber industries and products,Holzindustrien und ihre Erzeugnisse,träindustrier och deras produkter,puutuotteiden valmistus ja käyttö,,,industrias madereras y productos  ,,,,,,,,,,,,,,,,,,,,,
83,3083,,wood products industry,,,puutuoteteollisuus ,,,,,,f,,,,,,,,,,,,,,,,,,
83,3084,,Wood: uses of,,trä: användning av trä som sådant,puun käyttö sellaisenaan,,,madera: empleo de la ,,,,,,,,,,,,,,,,,,,,,
83,3085,,,,industrier: träindustrier,puuteollisuus,,,,,,,,,,,,,,,,,,,,,,,,
83:624,3086,,,,,puun käyttö yhdyskuntarakentamisen sekä ra-kennustekiikan näkökulmasta,,,,,,,,,,,,,,,,,,,,,,,,
83:69,3087,,,,,puun käyttö arkkitehtuurin näkökulmasta,,,,,,,,,,,,,,,,,,,,,,,,
831,3088,,,,virke: användning,raakapuu,,,madera en rollo,,,,,,,,,,,,,,,,,,,,,
831,3089,,,,,kuivaamaton puu,,,madera verde,,,,,,,,,,,,,,,,,,,,,
831.1,3090,,bioenergy,,bioenergi,bioenergia,,,bioenergia,,,f,,,,,,,,,,,,,,,,,,
831.1,3091,,chopped firewood,zerkleinertes Brennholz,klabb,pilkkeet,,,leñas ,,,f,,,,,,,,klapit,,,,,,,,,,
831.1,3092,,Cogeneration,Kraft-Wärme-Kopplung,,,,,,,,,,,,,,,,,,,,,,,,,,
831.1,3093,,"Electricity production, fuel for","Stromerzeugung, Brennstoff für",,"sähköntuotanto, puun käyttö",,,,,,,,,,,,,,,,,,,,,,,,
831.1,3094,,firewood billet,Scheitholz,vedträ,halko,,,,,,,,,,,split billet,Klobenholz,,,,,,,,,,,,
831.1,3095,,Fuelwood,Brennholz,brännved,polttopuu,,,,,,,,,,,,,,,,,,,,,,,,
831.1,3096,,Wood as fuel,Holz als Brennstoff,,energiapuu,,,,,,,,,,,,,,,,,,,,,,,,
831.2,3097,,Mining timber,Grubenholz,gruvtimmer,kaivospuu,,,,,,,,,,,,,,,,,,,,,,,,
831.2,3098,,Pitprops,Grubenstempel,props,propsit,,,piquetes ,,,,,,,,,,,,,,,,,,,,,
831.3,3099,,Piles,Rammpfähle,pålar,junttapaalut,,,pilotes ,,,,,,,,,,,,,,,,,,,,,
831.4,3100,,Egyptian balk,,,egyptinparru,,,,,,f,,,,,,,,,,,,,,,,,,
831.4,3101,,Poles,Stangen,stolpar,pylväät,,,postes ,,,,,,,,,,,,,,,,,,,,,
831.4,3102,,spar,,,parru,,,,,,f,,,,,,,,,,,,,,,,,,
831.41,3103,,Poles: power-transmission,Stangen: Kraftleitungsmaste,kraftledningsstolpar,sähköpylväät,,,,,,,,,,,,,,sähkötolpat,,,,,,,,,,
831.41,3104,,Poles: telegraph,Stangen: Telegraphenstangen,teleledningsstolpar,puhelinpylväät,,,"postes, para telégrafos y transmisión de energía ",,,,,,,,,,"telefon och telegraf, stolpar",puhelintolpat,,,,,,,,,,
831.418,3105,,Cross-arms,Querhölzer,stolpreglar,,,,crucetas  ,,,,,,,,,,,,,,,,,,,,,
831.43,3106,,Flagmasts,Fahnenstangen,flaggstänger,lippusalot,,,astas de banderas  ,,,,,,,,Masts: flagmasts,Stangen: Fahnenstangen,,lipputangot,,,,,,,,,,
831.43,3107,,Poles: flagmasts,,"stolpar, flaggstänger",,,,,,,,,,,,,,,,,,,,,,,,,
831.45,3108,,Poles: scaffolding,Stangen: Gerüststangen,"stolpar, ställningsvirke",,,,"postes, andamios ",,,,,,,,,,,,,,,,,,,,,
831.45,3109,,Scaffolding,Gerüststangen,ställningsvirke,rakennustelineet (puutuotteet),,,andamios,,,,,,,,,,,,,,,,,,,,,
831.48,3110,,Boats: masts,Ships: masts,båtar: master,veneenmastot,,,,,,,,,,,,,,,,,botes: mástiles ,,,,,,,
831.48,3111,,Masts: for boats and ships,Masten für Schiffe und Boote,fartyg: master,laivanmastot,,,Barcos: mastiles ,,,,,,,,,,,,,,,,,,,,,
831.48,3112,,Poles: masts for boats and ships,Stangen: Schiffsmaste,"stolpar, master för fartyg",mastot (puutuotteet),,,"postes, mástiles para botes y barcos ",,,,,,,,,,,,,,,,,,,,,
831.48,3113,,,Schiffsmaste,master för båtar och fartyg,,,,,,,,,,,,,,,,,,,,,,,,,
831.5,3114,,Agricultural uses of wood: miscellaneous,Landwirtschaftliche Verwertung von Holz: Verschiedenes,användning av virke i jordbruket: övriga ändamål,,,,"agricultura, uso de la madera en: varios ",,,,,,,,,,,,,,,,,,,,,
831.5,3115,,"Fences, use of wood in","Zäune, Holzverwendung für","stängsel, virke i",aita-ainekset,,,vallas; empleo de la madera para ,,,,,,,,,,,,,,,,,,,,,
831.5,3116,,Horticultural uses of wood: miscellaneous uses,Gartenbauliche Verwendung von Holz,,,,,"horticultura, empleo de la madera en: usos varios ",,,,,,,,,,,,,,,,,,,,,
831.51,3117,,"Fences, use of wood in: posts, stakes","Zäune, Holzverwendung für: Pfosten, Pfähle",,,,,"vallas; empleo de la madera para montantes, piquetes ",,,,,,,,,,,,,,,,,,,,,
831.51,3118,,"Paling, wood",Pfähle aus Holz,,,,,empalizadas de madera ,,,,,,,,,,,,,,,,,,,,,
831.51,3119,,Posts,Pfosten,,,,,pies derechos ,,,,,,,,,,,,,,,,,,,,,
831.51,3120,,"Stakes, wooden",,stöttor,,,,jalones de madera ,,,,,,,,,,,,,,,,,,,,,
831.52,3121,,"Fences, use of wood in: paling","Zäune, Holzverwendung für: Latten",staketspjälor,,,,vallas; empleo de la madera para empalizadas ,,,,,,,,,,,,,,,,,,,,,
831.53,3122,,"Fences, use of wood in: rails","Zäune, Holzverwendung für: Bretter usw.","gärdsel, stängselslanor",,,,vallas; empleo de la madera para barrotes ,,,,,,,,,,,,,,,,,,,,,
831.54,3123,,"Gates, wooden",Zaun- und Feldscheunentore aus Holz,"grindar, virke i",,,,barreras de madera ,,,,,,,,,,,,,,,,,,,,,
831.6,3124,,Cross-ties,Eisenbahnschwellen,,,,,,,,,,,,,,,,,,,,,,,,,,
831.6,3125,,Sleepers,,sliprar,ratapölkyt,,,traviesas ,,,,,,,,,,,,,,,,,,,,,
831.7,3126,,Hewn timber,Behauenes Holz,bilat virke,veistetty puu,,,madera hacheada,,,,,,,,,,,,,,,,,,,,,
831.7,3127,,Timber assortments: hewn timber,Holzsorten: behauen,virkessortiment: bilat virke,veistetty puutavara,,,madera y dimensiones: madera hacheada ,,,,,,,,,,,,,,,,,,,,,
831.9,3128,,Ladders: use of wood in,Leitern: Holzverwendung für,,,,,escalas: uso de la madera en - y escaleras de mano ,,,,,,,,,,,,,,,,,,,,,
831.9,3129,,"Steps, wooden: portable","Stufen, Steigen aus Holz: tragbare",stegar: virke i,,,,,,,,,,,,,,,,,,,,,,,,,
832,3130,,"Factories, wood-working, and their products","Betriebe, holzverarbeitende, und ihre Produkte","fabriker och deras produkter, skogsindustrier","puutuotetehtaat, niiden toiminnot ja tuotteet",,,instalaciones industriales para madéra y sus productos ,,,,,,,,,,,,,,,,,,,,,
832,3131,,mechanical forest industry,,,mekaaninen metsäteollisuus ,,,fábricas,,,f,,,,,,,,,,,,,,,,,,
832,3132,,"Mills, woodworking and their products",Holzverarbeitende Betriebe und ihre Produkte,,,,,industrias; sus funciones y sus productos ,,,,,,,,,,,,,,,,,,,,,
832.1,3133,,Sawmills and planing mills,Säge- und Hobelwerke,sågverk och hyvlerier,sahat ja höyläämöteollisuus,,,serrerias y fábricas de cepillado de madera ,,,,,,,,,,,,,,,,,,,,,
832.10,3134,,KOT (birch logs),,,KOT (koivutukki),,,,,,,,,,,,,,,,,,,,,,,,
832.10,3135,,KUT (spruce logs),,,KUT (kuusitukki),,,,,,,,,,,,,,,,,,,,,,,,
832.10,3136,,MÄT (pine logs),,,MÄT (mäntytykki),,,,,,,,,,,,,,,,,,,,,,,,
832.10,3137,,Sawlogs,Sägeblöcke,stock,tukkipuu,,,rollizos para sierra ,,,,,,,,,,,,,,,,,,,,,
832.11,3138,,Sawmills and planing mills: lay-out planning; power; machinery in general,Säge- und Hobelwerke: Anlageplanung; Antriebskraft; maschinelle Ausstattung,"sågverk och hyvlerier, planering och anläggning; kraft; maskiner",,,,"serrerias y fábricas de cepillado de madera, fuerza motrizy maquinaria ",,,,,,,,,,,,,,,,,,,,,
832.12,3139,,operating rate,,,käyntiaste,,,,,,f,,,,,,,,,,,,,,,,,,
832.12,3140,,Quality control: sawmills and planing mills,Qualitätskontrolle: Säge- und Hobelwerke,,,,,,,,,,,,,,,,,,,,,,,,,,
832.12,3141,,Sawmills and planing mills: mill operation (including quality control),Säge- und Hobelwerke: Betrieb (einschl. Qualitätskontrolle),"sågverk och hyvlerier, fabriksdrift",,,,"serrerias y fábricas de cepillado de madera, fases  de trabajo ",,,,,,,,,,,,,,,,,,,,,
832.12,3142,,utilisation rate,,fabriksdrift (sågverk),käyttöaste ,,,,,,f,,,,,,,,,,,,,,,,,,
832.13,3143,,Sawmills and planing mills: transport and sorting within the mill,Säge- und Hobelwerke: Fördereinrichtungen und Sortierung im Werk,"sågverk och hyvlerier, transport och sortering inom fabriken",,,,"serrerias y fábricas de cepillado de madera, transporte y clasificación en la serrería ",,,,,,,,,,,,,,,,,,,,,
832.13,3144,,Sorting: in sawmills,Sortierung: in Sägewerken,sortering i sågverk,,,,clasificación en las serrerías ,,,,,,,,,,,,,,,,,,,,,
832.13,3145,,"Transport of forest products: technique, equipment etc: within sawmills",Transport der Forsterzeugnisse: innerhalb von Sägewerken,"transport av skogsprodukter: teknik, utrustning m.m., inom sågverk",,,,transporte de productos forestales: en las serrerias ,,,,,,,,,,,,,,,,,,,,,
832.14,3146,,Labour: organization in sawmills,Arbeit: Organisation in Sägewerken,"arbetskraft inom skogsbruk och skogsindustrier, organisation av (i sågverk)",,,,,,,,,,,,,,,,,,,,,,,,,
832.14,3147,,"Sawmills and planing mills: rationalization (general), organization of labour","Säge- und Hobelwerke: Rationalisierung (Allgemeines), (Arbeitsorganisation)","sågverk och hyvlerier, rationalisering (allmänt), arbetsorganisation",,,,"serrerias y fábricas de cepillado de madera, racionalización (generalidades), organizaciín  de la mano de obra ",,,,,,,,,,,,,,,,,,,,,
