fdcNumber,date-eng,date-ger,date-fre,date-fin,date-swe,date-sp,RecordType,BT,seeAlso,prefLabel-eng,includingNote-eng,scopeNote-eng,fdcNumber-fi,prefLabel-fin,includingNote-fin,scopeNote-fin,fdcNumber-de,prefLabel-ger,includingNote-ger,scopeNote-ger,dcoNumber-fre,prefLabel-fre,includingNote-fre,scopeNote-fre,prefLabel-swe,includingNote-swe,scopeNote-swe,prefLabel-slv,includingNote-slv,scopeNote-slv,prefLabel-spa,includingNote-spa,scopeNote-spa,old-classnames
794.3,1954,1992,,2016,1966,1959,,794,,Public regulation and supervision. Legislation,,,794.3,Julkinen säätely ja ohjaus. Lainsäädäntö,,,794.3 ,Staatliche Regelung und Aufsicht. Gesetzgebung,,,794.3,Réglementation publique et droit de regard. Législation,,,Statlig reglering och kontroll. Lagstiftning,,,,,,Regulación e inspección pública. legislación,,,
794.4,1954,1992,,2016,1966,1959,,794,,Other methods of implementing policy,,,794.4,Muut politiikkakeinot,,,794.4 ,Andere Wege der Industriepolitik,,,794.4,Autres méthodes d'exécution de la politique,,,Andra industripolitiska medel,,,,,,Otras medidas complementarias de la reglamentación,,,
794.41,1954,1992,,2016,1966,1959,,794.4,,Subsidies,,,794.41,Tuet,,,794.41 ,Subventionen,,,794.41,Subventions,,,Subventioner,,,,,,Subvenciones,,,
794.42,1954,1992,,2016,1966,1959,,794.4,,Credits,,,794.42,Luotot,,,794.42 ,Kredite,,,794.42,Crédits,,,Krediter,,,,,,Créditos,,,
794.43,1954,1992,,2016,1966,1959,,794.4,,Insurance (including the business economics of insurance),,,794.43,Vakuutukset,(ml. vakuutusten liiketalous),,794.43 ,Versicherung (einschl. betriebswirtschaftlicher Fragen der Versicherungsunternehmungen),,,794.43,Assurances (y compris l'étude financière des assurances),,,Försäkringar,(inberäknat försäkringens ekonomi),,,,,Seguros,incluyendo el aspecto económico del seguro,,
794.49,1954,1992,,2016,1966,1959,,794.4,,Miscellaneous,,,794.49,Muut politiikkakeinot: sekalaista,,,794.49 ,Verschiedenes,,,794.49,Divers,,,Övrigt,,,,,,Varios,,,
794.9,1954,1992,,2016,1966,1959,,794,,Miscellaneous,,,794.9,Teollisuuspolitiikka: sekalaista,,,794.9 ,Verschiedenes,,,794.9,Divers,,,Övrigt,,,,,,Varios,,,
796,1954,1992,,1985,1966,1959,,79,,"Accountancy, business planning and administration in the forest products industries",,,796,"Metsäteollisuusyritysten kustannuslaskenta, suunnittelu ja liikkeenjohto",,[Eri teollisuudenhaaroille käytä luokan 8 alaluokkia],796,"Rechnungswesen, betriebswirtschaftliche Planung und Verwaltungsfragen der Forsterzeugnisse ver-arbeitenden Industrien",,,796,"Comptabilité, prévisions financières et administration dans les industries forestières",,,"Räkenskaper, företagsekonomisk planering och administration inom skogsindustrien",,,,,,"Contabilidad, organización y administración de las industrias forestales",,,
796.1,1954,1992,,2016,1966,1959,,796,,Costs and costing,,,796.1,Kulut ja kustannuslaskenta,,,796.1 ,Kosten,,,796.1,Coût et calcul des prix de revient,,,Kostnader och kostnadsberakning,,,,,,Gastos y costos,,,
796.2,1954,1992,,2016,1966,1959,,796,,Assessment of financial results. Balancing. Balance sheets,,,796.2,Tuloksen arviointi. Tilinpäätös. Tase,,,796.2 ,"Ermittlung des finanziellen Erfolges, Bilanzierung",,,796.2,Etablissement des résultats financiers. Bilan. Balance des comptes,,,Resultatanalys. Balansräkning,,,,,,Estimación de los resultados financieros. Balances. Hojas de balance,,,
796.3,1954,1992,,2016,1966,1959,,796,,Book-keeping,,,796.3,Kirjanpito (metsäteollisuus),,,796.3 ,Buchhaltung,,,796.3,Tenue des livres,,,Bokföring,,,,,,Teneduria de libros,,,
796.4,1954,1992,,2016,1966,1959,,796,674|764|786.4,Business statistics,,,796.4,Liiketaloustilastot (metsäteollisuus),,,796.4 ,Betriebsstatistik,,,796.4,Statistiques commerciales,,,Affarsstatistik,,,,,,Estadisticas de empresas,,,
796.5,1954,1992,,2016,1966,1959,,796,,Pricing,,,796.5,Hinnoittelu (metsäteollisuus),,,796.5 ,Preiskalkulation,,,796.5,Etablissement des prix de vente,,,Prissättning,,,,,,Determinación de precios,,,
796.6,1954,1992,,2016,1966,1959,,796,,Financing,,,796.6,Rahoitus (metsäteollisuus),,,796.6 ,Finanzierung,,,796.6,Financement,,,Finansiering,,,,,,Financiación,,,
796.7,1954,1992,,2016,1966,1959,,796,,"Planning, budgetting",,,796.7,"Suunnittelu, budjetointi (metsäteollisuus)",,,796.7 ,"Planung, Budgetierung",,,796.7,"Prévisions, établissement de budgets",,,"Planering, budgetering",,,,,,"Organización, presupuestos",,,
796.8,1954,1992,,2016,1966,1959,,796,,Administration of businesses and firms,,,796.8,Yritysten hallintokulut (metsäteollisuus),,,796.8 ,Verwaltung von Unternehmungen,,,796.8,Administration des entreprises,,,Administration av företag,,,,,,Administración de empresas y negocios,,,
796.9,1954,1992,,2016,1966,1959,,796,,Miscellaneous,,,796.9,Kustannuslaskenta: sekalaista (metsäteollisuus),,,796.9 ,Verschiedenes,,,796.9,Divers,,,Övrigt,,,,,,Varios,,,
799,1954,1992,,2016,1966,1959,,79,,Miscellaneous,,,799,Metsäteollisuuden talous: sekalaista,,,799,Verschiedenes,,,799,Divers,,,Övrigt,,,Razno,,,Varios,,,
8,1954,1992,,1966/1985,1966,1959,,,,FOREST PRODUCTS AND THEIR UTILIZATION,,,8,METSÄTUOTTEET JA NIIDEN KÄYTTÖ,"(sisältää puuteknologia, metsäteollisuuden tekniikka metsän sivutuoteet)","[Käytä tätä luokkaa ja sen alaluokkia vaihtoehtona 674:lle, johon puutavara ja puuntyöstöteollisuus ensisijaisesti luokitellaan]",8,FORSTERZEUGNISSE UND IHRE VERWENDUNG,,,8,PRODUITS FORESTIERS ET LEUR UTILISATION,,,SKOGSPRODUKTER OCH DERAS ANVÄNDNING,,,GOZNI PRIDELKI IN NJIH UPORABA,,,PRODUCTOS FORESTALES Y SUS APLICACIONES,,"Nota de alcance: Usar esta clase y sus subdivisiones como una alternativa a UDC 674, donde la materia ""Madera e industria maderera"" debería ser clasificada preferiblemente",
81,1954,1992,,1966/1985,1966,1959,,8,,Wood and bark: structure and properties,,,81,Puu ja kuori: rakenne ja ominaisuudet,,,81,Holz und Rinde: Struktur und Eigenschaften,,,81,Bois et ecorce : Structure et proprietes,,,Ved och bark: struktur och egenskaper,,,les in skorja: zgradba in lastnosti,,,Madera y corteza: estructura y propiedades,,,
810,1954,1992,,2016,1966,1959,,81,,General information on woods. ,(Including monographs of individual wood species or groups of species),"[Subdivide by geographical numbers (1/9) and by species, under 174/176, as cross-references or as described under rule 1(d) in the GFDC Book]",810,Yleistä tietoa puusta,(sisältää julkaisut yksittäisistä puulajeista ja lajiryhmistä),"[Jaa alaluokkiin maantieteellisten lisälukujen (1/9) ja lajien mukaan 174/176, ristiviittauksena tai kuten säännön 1(d) mukaan]",810,Allgemeines über das Holz einzelner Holzarten ,(einschl. Monographien über das Holz einzelner Holzarten oder Holzartengruppen),[Unterteilung nach geographischen Ziffern (1/9) und nach Holzarten (174/176) durch Kreuzverweise oder wie erläutert unter 1(d) in der Einleitung],810,Renseignements généraux concernant les bois.,(y compris monographies d'espèces ou de groupes d'espèces),"[A subdiviser selon les indices géographiques (1/9) et selon les espèces sous 174/176, à titre de renvois]",Allmänt om träslag,,[Inberäknat monografier över enskilda träslag eller grupper av träslag. Uppdelning efter geografiska tal (kod 1/9) och efter träslag under 174/176 som korshänvisning],,,,Información general sobre maderas,incluyendo monografias de la madera por especies o grupos de especies,"Subdividase con números geográficos de 1/9; por especies, en el subtitulo 174/176 con referencia cruzada",
811,1954,1992,,2016,1966,1959,,81,,Structure. Identification,,,811,Rakenne. Tunnistaminen,"(kasvurenkaat, rakenne, kuviot, nila, kuori)","[Laatuluokittelut, katso 85; Dendrokronologia, katso 561.24]",811,Struktur. Bestimmung der Holzart,,,811,Structure. Identification,,,Struktur. Identifiering,,,,,,Estructura. Identificación,,,
811.1,1954,1992,,2016,1966,1959,,811,,Anatomical elements and tissues,,,811.1,"Anatomiset osat, kudokset ja solukot",,,811.1 ,Anatomische Elemente und Gewebe,,,811.1,Eléments anatomiques et tissus,,,Anatomiska element·och vävnader,,,,,,Elementos anatómicos y tejidos,,,
811.11,1954,1992,,2016,1966,1959,,811.1,,The cell,,,811.11,Solu,,,811.11 ,Die Zelle,,,811.11,La cellule,,,Cellen,,,,,,La célula,,,
811.112,1954,1992,,2016,1966,1959,,811.11,,"Shape, dimensions etc.",,,811.112,"Muoto, mitat jne.",,,811.112 ,"Form, Größe usw.",,,811.112,"Forme, dimensions, etc.",,,"Form, storlek m.m.",,,,,,"Forma, dimensiones, etc.",,,
811.115,1954,1992,,2016,1966,1959,,811.11,,Cell contents,,,811.115,Solun sisältö,,,811.115 ,Zellinhalt,,,811.115,Contenu cellulaire,,,Cellinnehåll,,,,,,Contenido celular,,,
811.119,1954,1992,,2016,1966,1959,,811.11,,Miscellaneous,,,811.119,Solu: sekalaista,,,811.119 ,Verschiedenes,,,811.119,Divers,,,Övrigt,,,,,,Varios,,,
811.12,1954,1992,,2016,1966,1959,,811.1,,Cell wall,,,811.12,Soluseinä,,,811.12 ,Zellwand,,,811.12,Paroi cellulaire,,,Cellväggen,,,,,,Parcel de la célula,,,
811.126,1954,1992,,2016,1966,1959,,811.12,,Pits,,,811.126,Huokoset,,,811.126 ,Tüpfel,,,811.126,Ponctuations,,,Porer,,,,,,Punteaduras,,,
811.13,1954,1992,,2016,1966,1959,,811.1,,Cambium,,,811.13,Jälsi,,,811.13 ,Kambium,,,811.13,Cambium,,,Kambium,,,,,,Cambium,,,
811.14,1954,1992,,2016,1966,1959,,811.1,,Vessels,,,811.14,Putkilot,,,811.14 ,Gefäße,,,811.14,Vaisseaux,,,Kärl ( trakeer),,,,,,Vasos,,,
811.141,1954,1992,,2016,1966,1959,,811.14,,Perforation plates,,,811.141,Aukkolevyt,,,811.141 ,Siebplatten,,,811.141,Cloisons perforées,,,Perforerade mellanväggar,,,,,,Tabique transversal perforado,,,
811.142,1954,1992,,2016,1966,1959,,811.14,,Grouping and arrangement,,,811.142,Solujoukot ja järjestys,,,811.142 ,Gruppierung und Anordnung der Gefäße,,,811.142,Groupement et disposition,,,Kärlens plats och gruppering i vävnaden,,,,,,Agrupación y distribución,,,
811.143,1954,1992,,2016,1966,1959,,811.14,,"Size and number, and length of segments",,,811.143,"Koko, määrä ja segmettien pituus",,,811.143 ,Größe und Anzahl der Gefäße; Länge der Gefäßglieder,,,811.143,Dimensions et nombre; longueur des éléments,,,Kärlens storlek och antal samt kärlsegmentens längd,,,,,,"Número, diámetro y longitud de los elementos vasculares",,,
811.144,1954,1992,,2016,1966,1959,,811.14,,Contents,,,811.144,Solun sisältö,,,811.144 ,Inhalt der Gefäße (einschl. Thyllen),,,811.144,Contenu,,,Innehåll (inberäknat tyllbildningar),,,,,,Contenidos,,,
811.149,1954,1992,,2016,1966,1959,,811.14,,Miscellaneous,,,811.149,Putkilot: sekalaista,,,811.149 ,Verschiedenes,,,811.149,Divers,,,Övrigt,,,,,,Varios,,,
811.15,1954,1992,,2016,1966,1959,,811.1,,Tracheids and fibres,,,811.15,Putkisolut ja kuidut,,,811.15 ,Tracheiden und Holzfasern,,,811.15,Trachéides et fibres,,,Trakeider och fibrer,,,,,,Traqueidas y fibras,,,
811.151,1954,1992,,2016,1966,1959,,811.15,,Tracheids,,,811.151,"Putkisolut, vesisolut",,,811.151 ,Tracheiden,,,811.151,Trachéides,,,Trakeider,,,,,,Traqueidas,,,
811.152,1954,1992,,2016,1966,1959,,811.15,,"Shape, dimensions",,,811.152,"Muoto, mitat",,,811.152 ,"Form, Größe",,,811.152,"Forme, dimensions",,,"Form, storlek",,,,,,"Forma, dimensiones",,,
811.153,1954,1992,,2016,1966,1959,,811.15,,Ray tracheids,,,811.153,Ydinsädetrakeidit,,,811.153 ,Markstrahltracheiden,,,811.153,Trachéides transversales,,,Märgstråletrakeider,,,,,,Traqueidas radiales,,,
811.154,1954,1992,,2016,1966,1959,,811.15,,Tracheids: miscellaneous,,,811.154,Putkisolut: sekalaista,,,811.154 ,Tracheiden: Verschiedenes,,,811.154,Trachéides: divers,,,Trakeider: övrigt,,,,,,Traqueidas : Varios,,,
811.155,1954,1992,,2016,1966,1959,,811.15,,Fibres,,,811.155,Kuidut,,,811.155 ,Holzfasern,,,811.155,Fibres,,,Fibrer,,,,,,Fibras,,,
811.156,1954,1992,,2016,1966,1959,,811.15,,"Shape, dimensions",,,811.156,"Muoto, mitat",,,811.156 ,"Form, Größe",,,811.156,"Forme, dimensions",,,"Form, storlek",,,,,,"Forma, dimensiones",,,
811.158,1954,1992,,2016,1966,1959,,811.15,,Gelatinous fibres,,,811.158,Geeliytyvät kuidut,KT: veteen liukenevat kuidut,,811.158 ,Gelatinöse Fasern (z.B. im Zugholz),,,811.158,Fibres gélatineuses,,,Gelatinosa fibrer,,,,,,Fibras gelatinosas,,,
811.159,1954,1992,,2016,1966,1959,,811.15,,Fibres: miscellaneous,,,811.159,Kuidut: sekalaista,,,811.159 ,Fasern: Verschiedenes,,,811.159,Fibres: divers,,,Fibrer: övrigt,,,,,,Fibras : varios,,,
811.16,1954,1992,,2016,1966,1959,,811.1,,Rays and parenchyma,,,811.16,Johto- ja perussolukko,,,811.16 ,Markstrahlen und Parenchym,,,811.16,Rayons ligneux et parenchyme,,,Märgstrålar och parenkym,,,,,,Rayos medulares y del parénquima,,,
811.161,1954,1992,,2016,1966,1959,,811.16,,Rays,,,811.161,Johtosolukko,,,811.161 ,Markstrahlen,,,811.161,Rayons ligneux,,,Märgstrålar,,,,,,Radios,,,
811.164,1954,1992,,2016,1966,1959,,811.16,,Parenchyma,,,811.164,Perussolukko,,,811.164 ,Parenchym,,,811.164,Parenchyme,,,Parenkym,,,,,,Parénquima,,,
811.169,1954,1992,,2016,1966,1959,,811.16,,Miscellaneous,,,811.169,Johto- ja perussolukko: sekalaista,,,811.169 ,Verschiedenes,,,811.169,Divers,,,Övrigt,,,,,,Varios,,,
811.17,1954,1992,,2016,1966,1959,,811.1,,Pith,,,811.17,Hohkainen ydin,,,811.17 ,Mark,,,811.17,Moelle,,,Märg,,,,,,Médula,,,
811.18,1988,1992,,2016,2016,2017,,811.1,,Xylem,,,811.18,Ksyleemi,,,811.18 ,Xylem,,,811.18,Xylème,,,Xylem,,,,,,Xilema,,,
811.19,1954,1992,,2016,1966,1959,,811.1,,Miscellaneous,,,811.19,Anatomiset osat: sekalaista,,,811.19 ,Verschiedenes,,,811.19,Divers,,,Övrigt,,,,,,Varios,,,
811.2,1954,1992,,2016,1966,1959,,811,85,Special features and abnormal structure (anatomical aspects). ,,[For grading aspects see 85 and its subheads],811.2,Erityiset ja epänormaalit rakenteet (anatomia),,,811.2 ,Besondere Merkmale und abnorme Struktur (Anatomisches) ,,[Qualitätsgesichtspunkte siehe 852],811.2 ,Caractéristiques spéciales et structures anormales (aspects anatomiques),,"[Pour classement, voir 852]",Speciella egenskaper och onormal anatomisk struktur,,"[Ur sorteringssynpunkt, se 852]",,,,Formas especiales y estructura anormal (aspectos anatómicos),,"Para la clasificación, véase 852",
811.21,1954,1992,,2016,1966,1959,,811.2,,Storeyed structure,,,811.21,Kerroksellisuus,,,811.21 ,Schichtung (Stockwerksbau),,,811.21,Structure étagée,,,Etagebyggnad,,,,,,Estructura estratificada,,,
811.22,1954,1992,,2016,1966,1959,,811.2,,Reaction wood,,,811.22,Reaktiopuu,,,811.22 ,Reaktionsholz (Zug- und Druckholz),,,811.22,Bois de réaction (bois de compression et de tension),,,"Reaktionsved (tryckved, tjurved, dragved)",,,,,,Madera de reacción,,,
811.24,1954,1992,,2016,1966,1959,,811.2,,Secretory elements,,,811.24,Eritysosat,,,811.24 ,Ausscheidungs- (sekretorische) Elemente,,,811.24,Eléments secréteurs,,,Sekretoriska element,,,,,,Elementos secretores,,,
811.25,1954,1992,,2016,1966,1959,,811.2,,Intercellular canals and spaces,,,811.25,Solunsisäiset kanavat ja tilat,,,811.25 ,Intercellular-Kanäle und -Räume,,,811.25,Canaux et méats intercellulaires,,,Intercellulära kanaler och hålrum,,,,,,Canales intercelulares y meatos,,,
811.27,1954,1992,,2016,1966,1959,,811.2,,Pith flecks,,,811.27,Ruskotäplät,,,811.27 ,Markflecken,,,811.27,Taches médullaires,,,Märgfläckar,,,,,,Manchas o máculas medulares,,,
811.28,1954,1992,,2016,1966,1959,,811.2,,Phloem elements in wood,,,811.28,Nilan elementit puuaineessa,,,811.28 ,Phloem im Holz,,,811.28,Eléments libériens dans le bois,,,Floem (innerbark) - element i ved,,,,,,Elementos de liber o floema en la madera,,,
811.281,1954,1992,,2016,1966,1959,,811.28,,Included phloem,,,811.281,(included phloem),,,811.281 ,Einschlußphloem (interxyläres Phloem),,,811.281,Inclusion de liber,,,Övervallat floem (interxylärt),,,,,,Inclusiones de floema,,,
811.282,1954,1992,,2016,1966,1959,,811.28,,Internal phloem,,,811.282,(internal phloem),,,811.282 ,Innenphloem (intraxyläres Phloem),,,811.282,Liber interne,,,Inre floem (intraxylärt),,,,,,Floema interno,,,
811.29,1954,1992,,2016,1966,1959,,811.2,,Miscellaneous,,,811.29,Sekalaista,,,811.29 ,Verschiedenes,,,811.29,Divers,,,Övrigt,,,,,,Varios,,,
811.4,1954/2006,1992/2006,,2016,1966,1959,GFDC06,811,811.2|815.2|561.24,Growth rings,,[For dendrochronology see 561.24],811.4,Kasvurenkaat,,,811.4 ,"Zuwachsringe, Jahrringe ",,,811.4 ,"Les anneaux de croissance, les cernes des arbres",(?),,"Årsringar, tillväxtringar",,[Jfr även 811.2 och 815.2],,,,Anillos de crecimiento,,Véase también 811.2 y 815.2,
811.41,1954,1992,,2016,1966,1959,,811.4,,Early (spring) wood,,,811.41,Kevätpuu,,,811.41 ,Frühholz,,,811.41,Bois initial ou de printemps,,,"Tidig ved, vårved",,,,,,Madera temprana (de primavera),,,
811.42,1954,1992,,2016,1966,1959,,811.4,,Late (summer) wood,,,811.42,Kesäpuu,,,811.42 ,Spätholz,,,811.42,Bois final ou d'été,,,"Sen ved, sommarved, höstved",,,,,,Madera tardia (de verano),,,
811.49,1954,1992,,2016,1966,1959,,811.4,,Miscellaneous,,,811.49,Sekalaista,,,811.49 ,Verschiedenes,,,811.49,Divers,,,Övrigt,,,,,,Varios,,,
811.5,1954,1992,,2016,1966,1959,,811,,Sapwood and heartwood,,,811.5,Manto ja sydänpuu,,,811.5 ,Splint- und Kernholz,,,811.5,Aubier et bois de coeur,,,Splint- och kärnved,,,,,,Albura y duramen,,,
811.51,1954,1992,,2016,1966,1959,,811.5,,Sapwood,,,811.51,Manto,,,811.51 ,Splintholz,,,811.51,Aubier,,,Splintved,,,,,,Albura,,,
811.52,1954,1992,,2016,1966,1959,,811.5,,Heartwood,,,811.52,Sydänpuu,,,811.52 ,Kernholz,,,811.52,Bois de coeur,,,Kärnved,,,,,,Duramen,,,
811.53,1988,1992,,2016,2016,2017,,811.5,,Juvenile wood,,,811.53,Nuorpuu,,,811.53 ,Juveniles Holz,,,811.53,Bois juvénile,,,Ung trä,??,,,,,Madera juvenil,,,
811.54,1988,1992,,2016,2016,2017,,811.5,,Adult wood,,,811.54,Vanha puu,,,811.54 ,Adultes Holz,,,811.54,Bois adulte,,,Vuxen trä,??,,,,,Madera adulta,,,
811.59,1954,1992,,2016,1966,1959,,811.5,,Miscellaneous,,,811.59,Sekalaista,,,811.59 ,Verschiedenes,,,811.59,Divers,,,Övrigt,,,,,,Varios,,,
811.6,1954,1992,,2016,1966,1959,,811,,"Texture, grain, figure",,,811.6,"Rakenne, syyt, muoto",,,811.6 ,"Textur, Faserverlauf, Maserung",,,811.6,"Texture, grain, veinure",,,"Textur, fiberförlopp, mönstring",,,,,,"Textura, grano, veteado",,,
811.61,1954,1992,,2016,1966,1959,,811.6,,Texture,,,811.61,Rakenne,,,811.61 ,Textur,,,811.61,Texture,,,Textur,,,,,,Textura,,,
811.64,1954,1992,,2016,1966,1959,,811.6,,Grain,,,811.64,Syyt,,,811.64 ,Faserverlauf,,,811.64,Grain,,,Fiberförlopp,,,,,,Grano,,,
811.67,1954,1992,,2016,1966,1959,,811.6,,Figure,,,811.67,Muoto,,,811.67 ,Maserung,,,811.67,Veinure,,,"Mönstring, t.ex. masur",,,,,,Veteado,,,
811.69,1954,1992,,2016,1966,1959,,811.6,,Texture: miscellaneous,,,811.69,Sekalaista,,,811.69 ,Verschiedenes,,,811.69,Divers,,,Övrigt,,,,,,Varios,,,
811.7,1954/1983,1992,1960,2016,1966,1959,,811,892.4,Phloem; bark ,,[For bark products see 892.4],811.7,Nila; kuori,,"[Kuorituotteet, katso 892.4]",811.7 ,Phloem; Rinde (einschl. Morphologie) ,,[Rindenprodukte siehe 892.4],811.7,Ecorce (y compris morphologie générale),,"[Pour produits de l'écorce, voir 892.4]",Floem; Bark ,(inberäknat även makrostruktur),"[Barkprodukter, se 892.4]",,,,"Floema, corteza",,"Para productos de corteza, véase 892.4",
811.71,1954,1992,,2016,1966,1959,,811.7,,Primary phloem,,,811.71,Primaarinen nila,,,811.71 ,Primäres Phloem,,,811.71,Ecorce primaire,,,Primärt floem,,,,,,Floema primario,,,
811.72,1954,1992,,2016,1966,1959,,811.7,,Secondary phloem,,,811.72,Sekundaarinen nila,,,811.72 ,Sekundäres Phloem,,,811.72,Liber secondaire,,,Sekundärt floem,,,,,,Floema secundo,,,
811.73,1954,1992,,2016,1966,1959,,811.7,,Dilatation,,,811.73,Dilataatio,,,811.73 ,Ausdehnung,,,811.73,Dilatation,,,Dilatation (tangentiell utvidgning),,,,,,Varios,,,
811.79,1954,1992,,2016,1966,1959,,811.7,,Miscellaneous,,,811.79,Sekalaista,,,811.79 ,Verschiedenes,,,811.79,Divers,,,Övrigt,,,,,,Varios,,,
811.9,1954,1992,,2016,1966,1959,,811,,Structure. Identification: Miscellaneous,,,811.9,Sekalaista,,,811.9 ,Verschiedenes,,,811.9,Divers,,,Övrigt,,,,,,Varios,,,
812,1954,1992,,2016,1966,1959,,81,,Physical and mechanical properties,,,812,Puun fyysiset ja mekaaniset ominaisuudet,,,812,Physikalische und mechanische Eigenschaften,,,812,Propriétés physiques et mécaniques,,,Fysikaliska och mekaniska egenskaper,,,,,,Propiedades fisicas y mecánicas,,,
812.1,1954,1992,,2016,1966,1959,,812,,"Optical, acoustic, frictional, thermal and electrical properties",,,812.1,"Puun optiset, akustiset, hankaus-, lämpö- ja sähköiset ominaisuudet, tiheys, kelluvuus, lujuus, työstettävyys)",,,812.1 ,"Optische, akustische, Reibungs-, Wärme- und elektrische Eigenschaften",,,812.1,"Propriétés des bois en relation avec la lumière. Propriétés en relation avec le frottement. Propriétés acoustiques, thermiques et électriques",,,"Optiska och akustiska egenskaper, friktion, termiska och elektriska egenskaper",,,,,,"Propiedades ópticas, acústicas, de fricción, térmicas y eléctricas",,,
812.11,1954,1992,,2016,1966,1959,,812.1,,Optical properties,,,812.11,Optiset ominaisuudet,,,812.11 ,Optische Eigenschaften,,,812.11,Propriétés des bois en relation avec la lumière ; aspect,,,Optiska egenskaper,,,,,,Propiedades ópticas,,,
812.111,1954,1992,,2016,1966,1959,,812.11,,Colour,,,812.111,Väri,,,812.111 ,Farbe,,,812.111,Couleur,,,Färg,,,,,,Color,,,
812.115,1954,1992,,2016,1966,1959,,812.11,,Lustre,,,812.115,Kiilto,,,812.115 ,Glanz,,,812.115,Eclat,,,Glans,,,,,,Brillo,,,
812.119,1954,1992,,2016,1966,1959,,812.11,,Optical properties: miscellaneous,,,812.119,Sekalaista,,,812.119 ,Verschiedenes,,,812.119,Divers|Divers,,,Övrigt,,,,,,Varios,,,
812.12,1954,1992,,2016,1966,1959,,812.1,,Acoustic properties,,,812.12,Akustiset ominaisuudet,,,812.12 ,Akustische Eigenschaften,,,812.12,Propriétés acoustiques,,,Akustiska egenskaper,,,,,,Propiedades acústicas,,,
812.13,1954,1992,,2016,1966,1959,,812.1,,Frictional properties,,,812.13,Hankausominaisuudet,,,812.13 ,Reibungseigenschaften,,,812.13,Propriétés en relation avec le frottement,,,Friktion,,,,,,Propiedades de fricción,,,
812.14,1954,1992,,2016,1966,1959,,812.1,,Thermal properties,,,812.14,Lämpöominaisuudet,,,812.14 ,Thermische Eigenschaften,,,812.14,Propriétés thermiques,,,Termiska egenskaper,,,,,,Propiedades térmicas,,,
812.141,1954,1992,,2016,1966,1959,,812.14,,Conductivity and diffusivity,,,812.141,Johtavuus ja diffusiivisuus,,,812.141 ,Leit- und Ausbreitungsfähigkeit,,,812.141,Conductibilité et diffusibilité,,,Värmelednings- och temperaturledningsförmåga,,,,,,Conductividad y difusión,,,
812.142,1954,1992,,2016,1966,1959,,812.14,,Expansion and contraction,,,812.142,Laajeneminen ja supistuminen,,,812.142 ,Ausdehnung und Zusammenziehung,,,812.142,Dilatation et retrait,,,Utvidgning och sammandragning,,,,,,Dilatación y contracción,,,
812.143,1954,1992,,2016,1966,1959,,812.14,813.4|843,Ignition and combustion. Fire resistance. ,,[For chemical aspects see 813.4; For fireproofing see 843],812.143,Syttyminen ja palaminen. Palonkestävyys,,"[Kemian näkökulmasta, katso 813.4; Palonesto, katso 843]",812.143 ,Brennbarkeit und Entflammbarkeit. Widerstandsfähigkeit gegen Feuer ,,[Chemische Gesichtspunkte siehe unter 813.4; Feuerfestigkeit von geschütztem  Holz siehe 843],812.143,Ignition et combustion. Résistance au feu,,"[Pour les aspects chimiques, voir 813.4; ignifugation, voir 843]",Antändning och förbränning. Resistens mot eld,,"[Kemiska synpunkter, se 813.4; brandskyddsbehandling se 843]",,,,Ignición y combustión. Resistencia al fuego,,"Para aspectos quimicos, véase 813.4; para ignifugos, véase 843",
812.144,1954,1992,,2016,1966,1959,,812.14,,Calorific value,,,812.144,Lämpöarvo,,,812.144 ,Heizwert,,,812.144,Pouvoir calorifique,,,Värmevärde,,,,,,Poder calorifico,,,
812.145,1954,1992,,2016,1966,1959,,812.14,,Specific heat,,,812.145,Ominaislämpö,,,812.145 ,Spezifische Wärme,,,812.145,Chaleur spécifique,,,Specifikt värme,,,,,,Calor especifico,,,
812.149,1954,1992,,2016,1966,1959,,812.14,,Miscellaneous,,,812.149,Sekalaista,,,812.149 ,Verschiedenes,,,812.149,Divers,,,Övrigt,,,,,,Varios,,,
812.15,1954,1992,,2016,1966,1959,,812.1,,Electrical properties,,,812.15,Sähköiset ominaisuudet,,,812.15 ,Elektrische Eigenschaften,,,812.15,Propriétés électriques,,,Elektriska egenskaper,,,,,,Propiedades eléctricas,,,
812.151,1954,1992,,2016,1966,1959,,812.15,,Conductivity,,,812.151,Johtavuus,,,812.151 ,Elektrische Leitfähigkeit,,,812.151,Conductibilité,,,Ledningsförmåga,,,,,,Conductibilidad,,,
812.152,1954,1992,,2016,1966,1959,,812.15,,Dielectric constant and loss,,,812.152,Eristevakio ja häviö,,,812.152 ,Dielektrizitätskonstante und dielektrischer Verlust,,,812.152,Constante et perte diélectriques,,,Dielektricitetskonstant och dielektrisk förlust,,,,,,Constante y pérdida dieléctricas,,,
812.159,1954,1992,,2016,1966,1959,,812.15,,Miscellaneous,,,812.159,Sekalaista,,,812.159 ,Verschiedenes,,,812.159,Divers,,,Övrigt,,,,,,Varios,,,
812.2,1954,1992,,2016,1966,1959,,812,,Behaviour with liquids and gases,,,812.2,Käyttäytyminen nesteiden ja kaasujen kanssa,,,812.2 ,Verhalten in bezug auf Flüssigkeiten und Gase,,,812.2,Comportement vis-à-vis des liquides et des gaz,,,Förhållandet till vätskor och gaser,,,,,,Compartamiento con liquidos y gases,,,
